Q,H,Eta1,NPSH
1101.1376720901126,8.913559322033898,76.88569943751529,
1265.3316645807258,7.728813559322034,81.80427464615626,5.2643000282144605
1387.9849812265331,6.813559322033898,84.57865794887287,4.404624277456648
1490.613266583229,5.932203389830509,85.67540787564303,4.826504909443503
1575.7196495619523,5.050847457627119,85.56676058091105,5.959803901940202
1658.322903629537,4.135593220338983,84.27128582141971,7.453697385976898
1730.9136420525656,3.1864406779661016,80.99625969243164,9.44111311724296
1811.0137672090116,2.101694915254237,72.82626990634841,12.946430629809422
1883.60450563204,1.0508474576271187,57.81609195402299,16.335260115606935
