Bomba,Sistema,Q,H,Eta1,NPSHr,Encontrado,Obs
Pump1,Nominal,1522.0494754098388,6.023937549981986,82.34418285989014,7.951642927464259,True,
Pump1,Mínimo,1688.0979259868423,3.126044921562206,67.75829928156479,9.351022442597532,True,
Pump1,Máximo,1348.7841275943322,8.497541261916702,84.50307275640765,10.086288971492273,True,
Pump2,Nominal,1484.5979372142917,5.9838621133982235,85.61112431071791,4.801777311715877,True,
Pump2,Mínimo,1731.4439854001605,3.179258570597824,80.94216614732787,9.464321842826928,True,
Pump2,Máximo,1186.4761045434004,8.297797778557905,79.4420871094517,,True,
Pump3,Nominal,1492.5436028896177,5.992431898249685,81.36655379525484,5.171810226526654,True,
Pump3,Mínimo,1766.8193652943637,3.2241964445786278,77.00195047338376,6.830612898054499,True,
Pump3,Máximo,1168.8552423975966,8.274585309966696,69.3622409735385,4.422974484424026,True,
